product,url,category,price,amount,content,unit,vegan,vegetarian,nutriscore,carbs_100g,protein_100g,fat_100g
Chocomel De enige echte halfvol voordeel,https://www.ah.nl/producten/product/wi209791/chocomel-de-enige-echte-halfvol-voordeel,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.79,1500.0,Inhoud en gewicht1.5 LiterPortiegrootte: Per portie 200 mlAantal porties: 7,ml,False,False,,9.8,3.5,1.6
Campina Biologisch volle boeren yoghurt,https://www.ah.nl/producten/product/wi1557/campina-biologisch-volle-boeren-yoghurt,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.99,1000.0,Inhoud en gewicht1 LiterPortiegrootte: Per portie 150ml,ml,False,False,,5.0,4.4,3.1
Mona Toetje van de maand,https://www.ah.nl/producten/product/wi187531/mona-toetje-van-de-maand,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.99,450.0,Inhoud en gewicht271 GramPortiegrootte: Per portie 90 g (150 ml)Aantal porties: 3,ml,False,False,,20.0,3.6,7.6
Danoontje Fruitkwark aardbei abrikoos,https://www.ah.nl/producten/product/wi438103/danoontje-fruitkwark-aardbei-abrikoos,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.99,400.0,Inhoud en gewicht400 Gram4 cupjes van 100 gramAantal porties: 4,g,False,False,A,9.8,6.3,2.5
Zeeuws Meisje Plantaardig voor koken bakken en braden,https://www.ah.nl/producten/product/wi129484/zeeuws-meisje-plantaardig-voor-koken-bakken-en-braden,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.79,250.0,Inhoud en gewicht250 Gram,g,False,False,,0.5,0.5,82.0
"Melkunie Protein aardbei yoghurt 0,8% fat",https://www.ah.nl/producten/product/wi448362/melkunie-protein-aardbei-yoghurt-0-8-fat,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.79,200.0,Inhoud en gewicht200 Gram,g,False,False,,5.6,10.0,0.8
AH Koffiecreamer navul,https://www.ah.nl/producten/product/wi217359/ah-koffiecreamer-navul,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.29,350.0,"Inhoud en gewicht350 GramPortiegrootte: 2,5 gramAantal porties: 140",g,False,True,E,59.0,2.1,36.0
Alpro Lekker gezond smeren,https://www.ah.nl/producten/product/wi123095/alpro-lekker-gezond-smeren,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.25,250.0,Inhoud en gewicht0.25 KilogramPortiegrootte: per 10 gAantal porties: 25,g,False,False,,1.8,0.5,38.0
Campina Biologisch halfvolle boeren yoghurt,https://www.ah.nl/producten/product/wi186766/campina-biologisch-halfvolle-boeren-yoghurt,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.89,1000.0,Inhoud en gewicht1 LiterPortiegrootte: Per portie 150mlAantal porties: 5,ml,False,False,,5.5,4.8,1.6
Arla Lactofree griekse stijl yoghurt,https://www.ah.nl/producten/product/wi520130/arla-lactofree-griekse-stijl-yoghurt,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.19,450.0,Inhoud en gewicht450 Gram,g,False,False,,4.2,3.5,8.0
Campina Sterke start yoghurt romig en rijk,https://www.ah.nl/producten/product/wi520089/campina-sterke-start-yoghurt-romig-en-rijk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.79,450.0,Inhoud en gewicht450 GramPortiegrootte: Per portie 150 gAantal porties: 3,g,False,False,,3.5,8.7,1.8
Becel Vlees & jus,https://www.ah.nl/producten/product/wi3810/becel-vlees-en-jus,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.09,200.0,Inhoud en gewicht200 Gram,g,False,False,,0.6,0.5,98.0
Almhof Volle kwark aardbei,https://www.ah.nl/producten/product/wi419867/almhof-volle-kwark-aardbei,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.89,500.0,Inhoud en gewicht500 Gram,g,False,False,,13.0,5.7,5.5
Arla Lactofree Volle Melk,https://www.ah.nl/producten/product/wi474966/arla-lactofree-volle-melk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.29,1000.0,Inhoud en gewicht1 Liter,ml,False,False,,2.6,3.3,3.6
Flower Farm Bakken zonder palm,https://www.ah.nl/producten/product/wi484958/flower-farm-bakken-zonder-palm,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.99,200.0,Inhoud en gewicht200 Gram,g,False,False,,0.0,0.0,70.0
AH Amandeldrink ongezoet,https://www.ah.nl/producten/product/wi415707/ah-amandeldrink-ongezoet,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.89,1000.0,Inhoud en gewicht1 LiterPortiegrootte: 200 milliliterAantal porties: 5,ml,True,True,B,0.2,0.5,1.0
AH Halfvolle koffiemelk,https://www.ah.nl/producten/product/wi1107/ah-halfvolle-koffiemelk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.77,460.0,Inhoud en gewicht460 MilliliterPortiegrootte: 7 milliliterAantal porties: 66,ml,False,True,B,12.0,7.3,4.3
Mona Vanillepudding met aardbeiensaus,https://www.ah.nl/producten/product/wi212537/mona-vanillepudding-met-aardbeiensaus,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.89,450.0,Inhoud en gewicht491 GramPortiegrootte: Per portie 164 g (150 ml)Aantal porties: 3,ml,False,False,,19.0,4.1,2.3
Campina Langlekker karnemelk,https://www.ah.nl/producten/product/wi469257/campina-langlekker-karnemelk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.75,1000.0,Inhoud en gewicht1 LiterPortiegrootte: Per portie 200ml,ml,False,False,,4.4,2.5,0.5
AH Roomboter met plantaardige olie gezouten,https://www.ah.nl/producten/product/wi429612/ah-roomboter-met-plantaardige-olie-gezouten,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.99,250.0,Inhoud en gewicht250 GramPortiegrootte: 5 gramAantal porties: 50,g,False,True,E,0.5,0.6,65.0
De Zaanse Hoeve Yoghurt aardbei,https://www.ah.nl/producten/product/wi195967/de-zaanse-hoeve-yoghurt-aardbei,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,0.39,150.0,Inhoud en gewicht150 GramPortiegrootte: 150 gramAantal porties: 1,g,False,True,B,7.7,3.0,3.9
Alpro Plantaardige variatie op yoghurt perzik,https://www.ah.nl/producten/product/wi96640/alpro-plantaardige-variatie-op-yoghurt-perzik,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.45,500.0,Inhoud en gewicht500 Gram,g,False,False,,8.3,3.6,2.1
Blue Band Iedere dag vloeibaar,https://www.ah.nl/producten/product/wi214655/blue-band-iedere-dag-vloeibaar,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,3.15,500.0,Inhoud en gewicht500 MilliliterAantal porties: 50,ml,False,False,,0.5,0.0,74.0
De Zaanse Hoeve Roeryoghurt naturel,https://www.ah.nl/producten/product/wi182727/de-zaanse-hoeve-roeryoghurt-naturel,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,0.69,500.0,Inhoud en gewicht500 GramPortiegrootte: 150 gramAantal porties: 3.5,g,False,True,A,5.0,4.5,1.5
Zuivelhoeve Boer'n muesli bosvruchten,https://www.ah.nl/producten/product/wi237275/zuivelhoeve-boer-n-muesli-bosvruchten,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.89,170.0,Inhoud en gewicht170 Gram,g,False,False,B,16.0,4.9,4.7
AH Margarine,https://www.ah.nl/producten/product/wi56350/ah-margarine,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,0.79,250.0,Inhoud en gewicht250 GramPortiegrootte: 10 gramAantal porties: 25,g,False,True,D,0.2,0.0,80.0
Melkunie Protein milkdrink chocolade,https://www.ah.nl/producten/product/wi401927/melkunie-protein-milkdrink-chocolade,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.99,479.0,Inhoud en gewicht479 Milliliter,ml,False,False,,4.9,5.6,0.9
AH Plantaardig variatie op kwark soja,https://www.ah.nl/producten/product/wi474614/ah-plantaardig-variatie-op-kwark-soja,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.69,400.0,Inhoud en gewicht400 GramPortiegrootte: 150 gramAantal porties: 2.5,g,True,True,A,0.3,5.7,3.3
AH Magere yoghurt,https://www.ah.nl/producten/product/wi33703/ah-magere-yoghurt,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,0.79,500.0,Inhoud en gewicht500 MilliliterPortiegrootte: 150 milliliterAantal porties: 3.5,ml,False,True,A,4.7,4.5,0.1
Almhof Hoekje Venetië pistache yoghurt,https://www.ah.nl/producten/product/wi407963/almhof-hoekje-venetie-pistache-yoghurt,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.25,150.0,Inhoud en gewicht150 Gram,g,False,False,,19.0,4.6,5.8
Zuivelhoeve Boer'n yoghurt naturel & muesli,https://www.ah.nl/producten/product/wi451646/zuivelhoeve-boer-n-yoghurt-naturel-en-muesli,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.89,170.0,Inhoud en gewicht170 Gram,g,False,False,B,8.9,5.6,5.3
Alpro Plantaardige variatie op yoghurt kers,https://www.ah.nl/producten/product/wi237280/alpro-plantaardige-variatie-op-yoghurt-kers,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.29,500.0,Inhoud en gewicht500 Gram,g,False,False,,9.4,3.7,2.0
Arla Skyr bosfruit yoghurt 0% fat,https://www.ah.nl/producten/product/wi387960/arla-skyr-bosfruit-yoghurt-0-fat,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.05,450.0,Inhoud en gewicht450 Gram,g,False,False,,8.0,9.2,0.0
AH Yoghurt Griekse stijl 5% vet,https://www.ah.nl/producten/product/wi177509/ah-yoghurt-griekse-stijl-5-vet,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.59,500.0,Inhoud en gewicht500 GramPortiegrootte: 150 gramAantal porties: 3.5,g,False,True,B,4.5,3.5,5.0
Melkunie Griesmeelpap,https://www.ah.nl/producten/product/wi196710/melkunie-griesmeelpap,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.29,500.0,Inhoud en gewicht500 Gram,g,False,False,,15.0,2.4,3.0
Alpro This is not m*lk drink vol,https://www.ah.nl/producten/product/wi509543/alpro-this-is-not-mlk-drink-vol,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.25,1000.0,Inhoud en gewicht1 Liter,ml,False,False,A,5.7,0.7,3.5
Vifit Drinkyoghurt perzik,https://www.ah.nl/producten/product/wi121221/vifit-drinkyoghurt-perzik,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.45,500.0,Inhoud en gewicht500 MilliliterPortiegrootte: Per portie 200ml,ml,False,False,,6.5,3.1,0.8
Arla Bio drinkyoghurt zwarte bes framboos,https://www.ah.nl/producten/product/wi168927/arla-bio-drinkyoghurt-zwarte-bes-framboos,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.29,1000.0,Inhoud en gewicht1 Liter,ml,False,False,,8.4,2.9,0.3
HiPRO Protein skyr stijl bosbes,https://www.ah.nl/producten/product/wi498342/hipro-protein-skyr-stijl-bosbes,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.39,160.0,Inhoud en gewicht160 Gram,g,False,False,A,3.6,9.3,0.1
Blije Kip eieren Vitamine d & omega 3,https://www.ah.nl/producten/product/wi161000/blije-kip-eieren-vitamine-d-en-omega-3,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.49,,Inhoud en gewicht6 StuksPortiegrootte: Een portie is 136 g ei (circa 2 eieren)Aantal porties: 6,,False,False,,0.5,12.7,9.1
Starbucks Frappuccino caramel,https://www.ah.nl/producten/product/wi388995/starbucks-frappuccino-caramel,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.19,250.0,Inhoud en gewicht250 Milliliter,ml,False,False,,11.0,2.8,1.2
Starbucks Skinny latte,https://www.ah.nl/producten/product/wi223367/starbucks-skinny-latte,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.09,220.0,Inhoud en gewicht220 Milliliter,ml,False,False,,4.0,2.8,0.9
AH Koffiecreamer,https://www.ah.nl/producten/product/wi1103/ah-koffiecreamer,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.79,400.0,"Inhoud en gewicht400 GramPortiegrootte: 2,5 gramAantal porties: 160",g,False,True,E,59.0,2.1,36.0
De Zaanse Hoeve Yoghurt aardbei,https://www.ah.nl/producten/product/wi384065/de-zaanse-hoeve-yoghurt-aardbei,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.89,1000.0,Inhoud en gewicht1 KilogramPortiegrootte: 150 gramAantal porties: 6.5,g,False,True,C,9.4,3.0,3.6
Go-Tan Coconut milk,https://www.ah.nl/producten/product/wi212984/go-tan-coconut-milk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.25,250.0,Inhoud en gewicht250 Milliliter,ml,False,False,,2.7,1.1,18.0
Optimel Drinkyoghurt aardbei kers,https://www.ah.nl/producten/product/wi416910/optimel-drinkyoghurt-aardbei-kers,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.59,1500.0,Inhoud en gewicht1500 MilliliterPortiegrootte: Per portie 200 ml,ml,False,False,,3.7,3.2,
Chocomel Plantaardig,https://www.ah.nl/producten/product/wi538249/chocomel-plantaardig,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.99,1000.0,Inhoud en gewicht1 LiterPortiegrootte: Per portie 200 mlAantal porties: 5,ml,False,False,,8.4,1.8,1.8
Friesche Vlag Goudband,https://www.ah.nl/producten/product/wi3675/friesche-vlag-goudband,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,0.69,70.0,Inhoud en gewicht10 Stuks. 70 Milliliter10 x 7 mlPortiegrootte: Per portie 7 mlAantal porties: 10,ml,False,False,,12.1,8.3,8.1
Alpro Amandeldrink zonder suikers gekoeld,https://www.ah.nl/producten/product/wi236573/alpro-amandeldrink-zonder-suikers-gekoeld,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.55,1000.0,Inhoud en gewicht1 Liter,ml,False,False,,0.0,0.4,1.1
Holland Jersey Volle melk,https://www.ah.nl/producten/product/wi447717/holland-jersey-volle-melk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.99,1000.0,Inhoud en gewicht1 Liter,ml,False,False,,4.4,4.2,6.0
Activia Yoghurt perzik,https://www.ah.nl/producten/product/wi451461/activia-yoghurt-perzik,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.65,500.0,Inhoud en gewicht4 Stuks. 500 GramAantal porties: 4,g,False,False,A,7.5,4.8,0.1
Fage Total Griekse yoghurt 5%,https://www.ah.nl/producten/product/wi133265/fage-total-griekse-yoghurt-5,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,3.29,500.0,Inhoud en gewicht500 Gram,g,False,False,A,3.0,9.0,5.0
Campina Magere milde kwark aardbei,https://www.ah.nl/producten/product/wi474981/campina-magere-milde-kwark-aardbei,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.29,500.0,Inhoud en gewicht500 GramPortiegrootte: Per portie 100 g,g,False,False,,7.5,9.1,0.1
Danio Luchtige kwark kers,https://www.ah.nl/producten/product/wi486421/danio-luchtige-kwark-kers,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.55,250.0,Inhoud en gewicht2 Stuks2*125g,g,False,False,,14.2,4.7,4.1
Chocomel Chocolademelk,https://www.ah.nl/producten/product/wi136248/chocomel-chocolademelk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.99,1200.0,Inhoud en gewicht6 Stuks. 1200 Milliliter6 x 200 mlPortiegrootte: Per portie 200 mlAantal porties: 1,ml,False,False,,12.0,3.2,2.7
Alpro Haverdrink zonder suikers,https://www.ah.nl/producten/product/wi447631/alpro-haverdrink-zonder-suikers,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.25,1000.0,Inhoud en gewicht1 Liter,ml,False,False,A,5.8,0.2,1.5
Almhof Roomyoghurt walnoot griekse honing,https://www.ah.nl/producten/product/wi141799/almhof-roomyoghurt-walnoot-griekse-honing,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.99,500.0,Inhoud en gewicht500 Gram,g,False,False,,13.2,2.9,8.8
Cornetto Mini classico,https://www.ah.nl/producten/product/wi226519/cornetto-mini-classico,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.85,360.0,Inhoud en gewicht6 Stuks. 360 MilliliterAantal porties: 6,ml,False,False,,37.0,3.8,18.0
Campina Houdbare halfvolle melk,https://www.ah.nl/producten/product/wi57701/campina-houdbare-halfvolle-melk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.39,500.0,Inhoud en gewicht0.5 Liter,ml,False,False,,4.8,3.6,1.5
Blije Kip eieren Vrije uitloop kanjers,https://www.ah.nl/producten/product/wi197225/blije-kip-eieren-vrije-uitloop-kanjers,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.99,,Inhoud en gewicht6 StuksAantal porties: 6,,False,False,,0.5,12.7,10.5
Almhof Choco met echte slagroom puur,https://www.ah.nl/producten/product/wi493084/almhof-choco-met-echte-slagroom-puur,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.29,180.0,Inhoud en gewicht180 Gram,g,False,False,,18.3,3.3,9.1
De Zaanse Hoeve Yoghurt Turkse stijl,https://www.ah.nl/producten/product/wi412579/de-zaanse-hoeve-yoghurt-turkse-stijl,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.29,1000.0,Inhoud en gewicht1 KilogramPortiegrootte: 150 gramAantal porties: 6.5,g,False,True,C,4.2,3.2,8.0
Arla Lactofree halfvolle melk lactosevrij,https://www.ah.nl/producten/product/wi515787/arla-lactofree-halfvolle-melk-lactosevrij,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.89,1500.0,Inhoud en gewicht1.5 Liter,ml,False,False,,2.6,3.4,1.5
AH Biologisch Halfvolle koffiemelk,https://www.ah.nl/producten/product/wi128423/ah-biologisch-halfvolle-koffiemelk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.09,186.0,Inhoud en gewicht186 MilliliterPortiegrootte: 7 milliliterAantal porties: 27,ml,False,True,B,11.0,8.3,4.3
Alpro Sojadrink banaan,https://www.ah.nl/producten/product/wi113391/alpro-sojadrink-banaan,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.25,1000.0,Inhoud en gewicht1 Liter,ml,False,False,,7.2,3.0,1.8
AH Yoghurt griekse stijl 10% vet,https://www.ah.nl/producten/product/wi419839/ah-yoghurt-griekse-stijl-10-vet,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.59,500.0,Inhoud en gewicht500 GramPortiegrootte: 150 gramAantal porties: 3.5,g,False,True,C,5.9,5.0,10.0
AH Kefir naturel,https://www.ah.nl/producten/product/wi415705/ah-kefir-naturel,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.29,1000.0,Inhoud en gewicht1 LiterPortiegrootte: 200 milliliterAantal porties: 5,ml,False,True,A,3.8,3.4,1.5
Melkunie Protein framboos aardbei drink,https://www.ah.nl/producten/product/wi437621/melkunie-protein-framboos-aardbei-drink,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.99,500.0,Inhoud en gewicht482 Milliliter,g,False,False,,4.6,5.4,0.7
Activia Yoghurt pruim,https://www.ah.nl/producten/product/wi128697/activia-yoghurt-pruim,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.19,500.0,Inhoud en gewicht4 Stuks. 500 GramAantal porties: 4,g,False,False,B,12.9,3.4,3.4
Vifit Drinkyoghurt rode vruchten,https://www.ah.nl/producten/product/wi57425/vifit-drinkyoghurt-rode-vruchten,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.45,500.0,Inhoud en gewicht500 MilliliterPortiegrootte: Per portie 200ml,ml,False,False,,6.6,3.1,0.8
Pur Natur Bio yoghurt framboos,https://www.ah.nl/producten/product/wi233758/pur-natur-bio-yoghurt-framboos,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.19,150.0,Inhoud en gewicht150 Gram,g,False,False,,10.8,3.7,3.2
Alpro Barista almond,https://www.ah.nl/producten/product/wi484129/alpro-barista-almond,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.89,1000.0,Inhoud en gewicht1 Liter,ml,False,False,B,2.6,0.5,1.2
Vifit Drinkyoghurt aardbei,https://www.ah.nl/producten/product/wi185566/vifit-drinkyoghurt-aardbei,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.39,500.0,Inhoud en gewicht500 MilliliterPortiegrootte: Per portie 200mlAantal porties: 2,ml,False,False,,6.5,3.1,0.8
Almhof Volle kwark citroen,https://www.ah.nl/producten/product/wi33720/almhof-volle-kwark-citroen,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.89,500.0,Inhoud en gewicht500 Gram,g,False,False,,12.6,5.7,5.6
Arla Lactofree halfvolle melk lactosevrij,https://www.ah.nl/producten/product/wi213334/arla-lactofree-halfvolle-melk-lactosevrij,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.95,1000.0,Inhoud en gewicht1 Liter,ml,False,False,,2.7,3.5,1.5
HiPRO Protein drink mango,https://www.ah.nl/producten/product/wi515883/hipro-protein-drink-mango,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.99,300.0,Inhoud en gewicht300 Milliliter,ml,False,False,A,5.4,8.3,0.4
Bertolli Vloeibaar,https://www.ah.nl/producten/product/wi214657/bertolli-vloeibaar,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,3.99,500.0,Inhoud en gewicht500 Milliliter,ml,False,False,,0.5,0.0,70.0
Campina Houdbare halfvolle melk,https://www.ah.nl/producten/product/wi502518/campina-houdbare-halfvolle-melk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.49,1000.0,Inhoud en gewicht1 LiterPortiegrootte: 200 ml,ml,False,False,,4.8,3.5,1.5
Zuivelhoeve Boern yoghurt aardbei,https://www.ah.nl/producten/product/wi515806/zuivelhoeve-boern-yoghurt-aardbei,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,3.29,850.0,Inhoud en gewicht850 Gram,g,False,False,,11.0,4.3,3.4
Alpro Plantaardige variatie op yoghurt aardbei,https://www.ah.nl/producten/product/wi474612/alpro-plantaardige-variatie-op-yoghurt-aardbei,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.19,500.0,Inhoud en gewicht500 Gram,g,False,False,A,8.1,3.6,2.1
Melkunie Protein hazelnut macchiato pudding,https://www.ah.nl/producten/product/wi520115/melkunie-protein-hazelnut-macchiato-pudding,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.79,200.0,Inhoud en gewicht200 Gram,g,False,False,,7.9,10.0,1.5
Holland Jersey Volle Jersey melk,https://www.ah.nl/producten/product/wi407086/holland-jersey-volle-jersey-melk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.55,750.0,Inhoud en gewicht750 MilliliterPortiegrootte: 100,ml,False,False,,4.4,4.2,6.0
Alpro Vanille,https://www.ah.nl/producten/product/wi177503/alpro-vanille,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.29,500.0,Inhoud en gewicht0.5 KilogramAantal porties: 4,g,False,False,,7.4,3.7,2.2
Melkunie Havermoutpap,https://www.ah.nl/producten/product/wi196608/melkunie-havermoutpap,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.25,500.0,Inhoud en gewicht500 Gram,g,False,False,,8.0,3.0,3.0
Melkunie Breaker kers,https://www.ah.nl/producten/product/wi216245/melkunie-breaker-kers,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.59,200.0,Inhoud en gewicht200 Gram,g,False,False,,13.0,3.6,4.0
Magnum Mini classic - almond - white choco,https://www.ah.nl/producten/product/wi62060/magnum-mini-classic-almond-white-choco,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,3.99,,"Inhoud en gewicht330 Milliliter6 x = 330 ml, 6 x = 266 gAantal porties: 6",,False,False,,32.0,4.7,21.0
